@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
1096,'2023/12/30 17:17:39:900',11,17,60,8
1097,'2023/12/30 17:17:39:920',11,17,61,8
1098,'2023/12/30 17:17:39:932',11,16,62,8
1099,'2023/12/30 17:17:39:954',11,15,63,8
1100,'2023/12/30 17:17:39:964',11,14,63,8
1101,'2023/12/30 17:17:39:970',11,13,63,8
1102,'2023/12/30 17:17:39:981',11,11,64,8
1103,'2023/12/30 17:17:39:987',11,9,64,8
1104,'2023/12/30 17:17:39:996',11,7,64,8
1105,'2023/12/30 17:17:40:004',11,5,65,8
1106,'2023/12/30 17:17:40:014',11,3,65,8
1107,'2023/12/30 17:17:40:024',11,2,65,8
1108,'2023/12/30 17:17:40:030',11,1,65,8
1109,'2023/12/30 17:17:40:036',11,0,65,8
1110,'2023/12/30 17:17:40:046',11,0,65,8
1111,'2023/12/30 17:17:40:130',11,0,66,8
1112,'2023/12/30 17:17:40:146',11,1,67,8
1113,'2023/12/30 17:17:40:163',11,4,69,8
1114,'2023/12/30 17:17:40:180',11,7,71,8
1115,'2023/12/30 17:17:40:196',11,10,73,8
1116,'2023/12/30 17:17:40:214',11,12,74,8
1117,'2023/12/30 17:17:40:230',11,13,75,8
1118,'2023/12/30 17:17:40:240',11,14,75,8
1119,'2023/12/30 17:17:40:256',11,14,76,8
1120,'2023/12/30 17:17:40:263',11,15,76,8
1121,'2023/12/30 17:17:40:366',11,16,76,8
1122,'2023/12/30 17:17:40:381',11,16,75,8
1123,'2023/12/30 17:17:40:396',11,17,75,8
1124,'2023/12/30 17:17:40:418',11,18,75,8
1125,'2023/12/30 17:17:40:486',11,18,74,8
1126,'2023/12/30 17:17:40:496',11,19,74,8
1127,'2023/12/30 17:17:40:516',11,19,73,8
1128,'2023/12/30 17:17:40:530',11,20,73,8
1129,'2023/12/30 17:17:40:538',11,20,72,8
1130,'2023/12/30 17:17:40:558',11,20,71,8
1131,'2023/12/30 17:17:40:563',11,21,71,8
1132,'2023/12/30 17:17:40:571',11,21,70,8
1133,'2023/12/30 17:17:40:686',11,21,69,8
1134,'2023/12/30 17:17:40:696',11,21,68,8
1135,'2023/12/30 17:17:40:713',11,21,66,8
1136,'2023/12/30 17:17:40:730',11,21,63,8
1137,'2023/12/30 17:17:40:749',11,21,60,8
1138,'2023/12/30 17:17:40:763',11,21,57,8
1139,'2023/12/30 17:17:40:770',11,21,55,8
1140,'2023/12/30 17:17:40:786',11,21,54,8
